Time,Cpu
600000000.0,0.20351152
900000000.0,0.18999631999999997
1200000000.0,0.22725367000000002
1500000000.0,0.22540441999999999
1800000000.0,0.19854491999999999
2100000000.0,0.18113867
2400000000.0,0.22868341999999997
2700000000.0,0.12018976000000001
3000000000.0,0.15267765999999999
3300000000.0,0.15801437000000002
3600000000.0,0.21078575999999999
3900000000.0,0.31214931000000001
4200000000.0,0.38150076000000005
4500000000.0,0.26656321999999999
4800000000.0,0.10144746
5100000000.0,0.095755560000000003
5400000000.0,0.18101702000000003
5700000000.0,0.10140602
6000000000.0,0.10805451999999999
6300000000.0,0.089077160000000002
6600000000.0,0.12626152000000002
6900000000.0,0.13291357000000001
7200000000.0,0.13860636000000001
7500000000.0,0.19867415999999999
7800000000.0,0.11296086000000001
8100000000.0,0.11411046
8400000000.0,0.068499060000000001
8700000000.0,0.14792426
9000000000.0,0.17106201000000001
9300000000.0,0.13571160999999998
9600000000.0,0.20398321
9900000000.0,0.32950016000000004
10200000000.0,0.16062576000000001
10500000000.0,0.17557526000000001
10800000000.0,0.19010201999999998
11100000000.0,0.20274282000000002
11400000000.0,0.070676710000000004
11700000000.0,0.16561301
12000000000.0,0.13912962000000001
12300000000.0,0.14866801000000002
12600000000.0,0.10123396
12900000000.0,0.20232435999999998
13200000000.0,0.14140216
13500000000.0,0.08204351
13800000000.0,0.11519075999999999
14100000000.0,0.16554891999999999
14400000000.0,0.13121115999999999
14700000000.0,0.096374410000000008
15000000000.0,0.093454459999999989
15300000000.0,0.14070655999999998
15600000000.0,0.13919106000000001
15900000000.0,0.11831952
16200000000.0,0.17386256
16500000000.0,0.07278366
16800000000.0,0.047598809999999998
17100000000.0,0.18686551000000001
17400000000.0,0.15059855999999996
17700000000.0,0.20887696
18000000000.0,0.13964130999999999
18300000000.0,0.14335880000000001
18600000000.0,0.16860265999999999
18900000000.0,0.17191445999999999
19200000000.0,0.12164516
19500000000.0,0.19433312
19800000000.0,0.23759240999999998
20100000000.0,0.14842720999999998
20400000000.0,0.20909611
20700000000.0,0.14803896
21000000000.0,0.18345560999999999
21300000000.0,0.17983125999999999
21600000000.0,0.11458261
21900000000.0,0.12005400999999999
22200000000.0,0.27237311000000003
22500000000.0,0.19379346000000003
22800000000.0,0.25890496000000002
23100000000.0,0.23524755999999997
23400000000.0,0.17112722
23700000000.0,0.17393827000000001
24000000000.0,0.097387769999999999
24300000000.0,0.13639556999999999
24600000000.0,0.040359010000000001
24900000000.0,0.16499651999999998
25200000000.0,0.20157556000000001
25500000000.0,0.11339041
25800000000.0,0.067917459999999999
26100000000.0,0.10162051999999999
26400000000.0,0.081423560000000006
26700000000.0,0.12866042
27000000000.0,0.085733219999999999
27300000000.0,0.13380456000000002
27600000000.0,0.26945015999999999
27900000000.0,0.21346871000000001
28200000000.0,0.18841216
28500000000.0,0.21429191
28800000000.0,0.20062246
29100000000.0,0.23225402000000001
29400000000.0,0.20541382
29700000000.0,0.17192801000000002
30000000000.0,0.19315705999999999
30300000000.0,0.17289605999999999
30600000000.0,0.22288655999999998
30900000000.0,0.21063520999999996
31200000000.0,0.20637935999999998
31500000000.0,0.13270886000000001
31800000000.0,0.19530541000000001
32100000000.0,0.18615591000000001
32400000000.0,0.19013421
32700000000.0,0.12529625999999999
33000000000.0,0.16803312000000001
33300000000.0,0.25850090999999997
33600000000.0,0.22927676000000002
33900000000.0,0.19843622
34200000000.0,0.19718832
34500000000.0,0.17806806
34800000000.0,0.11697326
35100000000.0,0.18142142
35400000000.0,0.18058965999999999
35700000000.0,0.15896105999999999
36000000000.0,0.19837771000000004
36300000000.0,0.15204355999999999
36600000000.0,0.18363036000000002
36900000000.0,0.16299046
37200000000.0,0.17951892000000003
37500000000.0,0.20708966000000001
37800000000.0,0.13583851
38100000000.0,0.18851066
38400000000.0,0.36537916000000004
38700000000.0,0.24981736999999998
39000000000.0,0.17820075999999999
39300000000.0,0.20700772000000003
39600000000.0,0.22767482
39900000000.0,0.20395726000000003
40200000000.0,0.19244390999999997
40500000000.0,0.16784515999999999
40800000000.0,0.19215025999999996
41100000000.0,0.22713432
41400000000.0,0.18614971999999999
41700000000.0,0.19941701999999997
42000000000.0,0.16589101000000003
42300000000.0,0.19779604000000003
42600000000.0,0.18020581000000002
42900000000.0,0.16818728999999999
43200000000.0,0.17881603000000001
43500000000.0,0.21486869
43800000000.0,0.17247362999999999
44100000000.0,0.09723308
44400000000.0,0.076323879999999997
44700000000.0,0.059542080000000004
45000000000.0,0.15099729000000003
45300000000.0,0.14969354000000004
45600000000.0,0.056785780000000001
45900000000.0,0.12180888999999999
46200000000.0,0.12628183999999998
46500000000.0,0.16393774999999999
46800000000.0,0.22284294000000002
47100000000.0,0.25082604000000003
47400000000.0,0.18163165999999997
47700000000.0,0.23620925999999995
48000000000.0,0.21674246
48300000000.0,0.19288725999999998
48600000000.0,0.19380835999999999
48900000000.0,0.18712266
49200000000.0,0.18363121000000002
49500000000.0,0.18577902000000002
49800000000.0,0.19141365999999999
50100000000.0,0.15331662000000001
50400000000.0,0.18299892000000001
50700000000.0,0.21946302000000004
51000000000.0,0.29945907999999999
51300000000.0,0.20568382000000002
51600000000.0,0.22273437000000001
51900000000.0,0.15414121
52200000000.0,0.21500922000000003
52500000000.0,0.15537772000000002
52800000000.0,0.13180286000000002
53100000000.0,0.20453867000000003
53400000000.0,0.14216915999999999
53700000000.0,0.20845024199999998
54000000000.0,0.26971132000000003
54300000000.0,0.22795007
54600000000.0,0.27415702000000003
54900000000.0,0.22278302000000003
55200000000.0,0.14951691
55500000000.0,0.22854466000000004
55800000000.0,0.17194382
56100000000.0,0.13363362000000001
56400000000.0,0.20182536000000001
56700000000.0,0.17892996000000003
57000000000.0,0.17229342000000003
57300000000.0,0.19571782000000004
57600000000.0,0.25722622000000006
57900000000.0,0.20474442000000001
58200000000.0,0.22321331999999999
58500000000.0,0.19766952000000002
58800000000.0,0.19653237000000001
59100000000.0,0.21884417
59400000000.0,0.25514132000000006
59700000000.0,0.18964112
60000000000.0,0.19315002000000003
60300000000.0,0.21893712000000001
60600000000.0,0.24540232000000003
60900000000.0,0.20448617000000002
61200000000.0,0.21828966999999999
61500000000.0,0.26241802000000003
61800000000.0,0.25605512000000002
62100000000.0,0.27419757
62400000000.0,0.23912946999999998
62700000000.0,0.23772546999999999
63000000000.0,0.20088866999999999
63300000000.0,0.18285056000000002
63600000000.0,0.19313245999999998
63900000000.0,0.20060396999999999
64200000000.0,0.15647022000000002
64500000000.0,0.16707956000000002
64800000000.0,0.11228161
65100000000.0,0.15020156000000001
65400000000.0,0.16360565999999999
65700000000.0,0.21704860999999998
66000000000.0,0.25399956000000001
66300000000.0,0.23076881999999999
66600000000.0,0.23543591999999999
66900000000.0,0.17878265999999998
67200000000.0,0.14772525999999997
67500000000.0,0.20091212
67800000000.0,0.21148828200000003
68100000000.0,0.26802362000000002
68400000000.0,0.26207846000000001
68700000000.0,0.28511451999999998
69000000000.0,0.28382346000000003
69300000000.0,0.27081646000000004
69600000000.0,0.25560846000000004
69900000000.0,0.23784046000000003
70200000000.0,0.27563141000000002
70500000000.0,0.29940215999999997
70800000000.0,0.24522605999999997
71100000000.0,0.28550502000000005
71400000000.0,0.37196042000000001
71700000000.0,0.26554445999999998
72000000000.0,0.27297946000000001
72300000000.0,0.18702942
72600000000.0,0.21843235999999999
72900000000.0,0.22035851999999997
73200000000.0,0.26212020999999996
73500000000.0,0.32264270999999994
73800000000.0,0.25928006000000003
74100000000.0,0.28544151999999995
74400000000.0,0.33645456000000001
74700000000.0,0.26855851999999997
75000000000.0,0.32325782000000003
75300000000.0,0.25873051999999996
75600000000.0,0.29586155999999997
75900000000.0,0.23015452000000003
76200000000.0,0.22862916
76500000000.0,0.16093056
